module,key,applied_translation,status,file,backup
BACnet,mod.bacnet.sendObjList,發送對象列表請求,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.gettingDeviceDetails,取得設備詳細資訊...,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.remoteDeviceNetworkNumber,網路號,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.remoteDeviceMac,蘋果,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.remoteDeviceInstanceNumber,設備實體號,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.modelName,模型名稱,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectName,對象名稱,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.address,地址,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.systemStatus,地位,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType,對像類型,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectDescription,對象描述,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.propertyIdentifier,屬性標識符,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.reuseAddress,重用地址,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnetMstp.dataTypeSupport,資料類型支持,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.accumulator,累加器,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.analogInput,類比輸入,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.analogOutput,類比輸出,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.analogValue,類比值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.averaging,平均,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.binaryInput,二進制輸入,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.binaryOutput,二進制輸出,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.binaryValue,二進制值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.lifeSafetyPoint,生命安全點,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.lifeSafetyZone,生命安全區,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.loop,環形,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.multiStateInput,多州輸入,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.multiStateOutput,多狀態輸出,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.multiStateValue,多態值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.pulseConverter,脈沖轉換器,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.calendar,日曆,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.command,命令,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.device,裝置,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.eventEnrollment,事件註冊,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.file,檔案,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.group,團體,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.notificationClass,通知類,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.program,程式,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.schedule,日程,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.trendLog,趨勢日誌,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.eventLog,事件日誌,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.globalGroup,全球小組,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.trendLogMultiple,趨勢日誌多重,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.loadControl,負載控制,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.structuredView,結構化視圖,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.accessDoor,進入門,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.timer,計時器,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.accessCredential,存取憑證,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.accessPoint,存取點,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.accessRights,存取權利,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.accessUser,存取用戶,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.accessZone,存取區,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.credentialDataInput,憑證資料輸入,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.networkSecurity,網路安全,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.bitstringValue,Bitstring值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.characterstringValue,字符字符串值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.datePatternValue,日期模式值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.dateValue,日期值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.datetimePatternValue,DateTime模式值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.datetimeValue,DateTime值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.integerValue,整數值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.largeAnalogValue,大類比值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.octetstringValue,八位位字符串值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.positiveIntegerValue,正整數值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.timePatternValue,時間模式值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.timeValue,時間值,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.notificationForwarder,通知轉發器,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.alertEnrollment,警報註冊,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.channel,頻道,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.lightingOutput,照明輸出,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
BACnet,mod.bacnet.objectType.binaryLightingOutput,二進制照明輸出,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\BACnet\classes\i18n_zh.properties.apply.20250929171324.bak
