module,key,old_zh,proposed_translation,action
BACnet,mod.bacnet.propertyIdentifier,屬性標識符,屬性標識符,no_change
BACnet,mod.bacnet.reuseAddress,重用地址,重用地址,no_change
BACnet,mod.bacnetMstp.dataTypeSupport,數據類型支持,資料類型支持,will_replace
BACnet,mod.bacnet.objectType.accumulator,累加器,累加器,no_change
BACnet,mod.bacnet.objectType.analogInput,模擬輸入,類比輸入,will_replace
BACnet,mod.bacnet.objectType.analogOutput,模擬輸出,類比輸出,will_replace
BACnet,mod.bacnet.objectType.analogValue,模擬值,類比值,will_replace
BACnet,mod.bacnet.objectType.averaging,平均,平均,no_change
BACnet,mod.bacnet.objectType.binaryInput,二進制輸入,二進制輸入,no_change
BACnet,mod.bacnet.objectType.binaryOutput,二進制輸出,二進制輸出,no_change
BACnet,mod.bacnet.objectType.binaryValue,二進制值,二進制值,no_change
BACnet,mod.bacnet.objectType.lifeSafetyPoint,生命安全點,生命安全點,no_change
BACnet,mod.bacnet.objectType.lifeSafetyZone,生命安全區,生命安全區,no_change
BACnet,mod.bacnet.objectType.loop,環形,環形,no_change
BACnet,mod.bacnet.objectType.multiStateInput,多州輸入,多州輸入,no_change
BACnet,mod.bacnet.objectType.multiStateOutput,多狀態輸出,多狀態輸出,no_change
BACnet,mod.bacnet.objectType.multiStateValue,多態值,多態值,no_change
BACnet,mod.bacnet.objectType.pulseConverter,脈沖轉換器,脈沖轉換器,no_change
BACnet,mod.bacnet.objectType.calendar,日曆,日曆,no_change
BACnet,mod.bacnet.objectType.command,命令,命令,no_change
BACnet,mod.bacnet.objectType.device,裝置,裝置,no_change
BACnet,mod.bacnet.objectType.eventEnrollment,活動註冊,事件註冊,will_replace
BACnet,mod.bacnet.objectType.file,文件,檔案,will_replace
BACnet,mod.bacnet.objectType.group,團體,團體,no_change
BACnet,mod.bacnet.objectType.notificationClass,通知類,通知類,no_change
BACnet,mod.bacnet.objectType.program,程式,程式,no_change
BACnet,mod.bacnet.objectType.schedule,日程,日程,no_change
BACnet,mod.bacnet.objectType.trendLog,趨勢日誌,趨勢日誌,no_change
BACnet,mod.bacnet.objectType.eventLog,事件日誌,事件日誌,no_change
BACnet,mod.bacnet.objectType.globalGroup,全球小組,全球小組,no_change
BACnet,mod.bacnet.objectType.trendLogMultiple,趨勢日誌多重,趨勢日誌多重,no_change
BACnet,mod.bacnet.objectType.loadControl,負載控制,負載控制,no_change
BACnet,mod.bacnet.objectType.structuredView,結構化視圖,結構化視圖,no_change
BACnet,mod.bacnet.objectType.accessDoor,進入門,進入門,no_change
BACnet,mod.bacnet.objectType.timer,計時器,計時器,no_change
BACnet,mod.bacnet.objectType.accessCredential,訪問憑據,存取憑證,will_replace
BACnet,mod.bacnet.objectType.accessPoint,訪問點,存取點,will_replace
BACnet,mod.bacnet.objectType.accessRights,訪問權利,存取權利,will_replace
BACnet,mod.bacnet.objectType.accessUser,訪問用戶,存取用戶,will_replace
BACnet,mod.bacnet.objectType.accessZone,訪問區,存取區,will_replace
BACnet,mod.bacnet.objectType.credentialDataInput,憑據數據輸入,憑證資料輸入,will_replace
BACnet,mod.bacnet.objectType.networkSecurity,網絡安全,網路安全,will_replace
BACnet,mod.bacnet.objectType.bitstringValue,Bitstring值,Bitstring值,no_change
BACnet,mod.bacnet.objectType.characterstringValue,字符字符串值,字符字符串值,no_change
BACnet,mod.bacnet.objectType.datePatternValue,日期模式值,日期模式值,no_change
BACnet,mod.bacnet.objectType.dateValue,日期值,日期值,no_change
BACnet,mod.bacnet.objectType.datetimePatternValue,DateTime模式值,DateTime模式值,no_change
BACnet,mod.bacnet.objectType.datetimeValue,DateTime值,DateTime值,no_change
BACnet,mod.bacnet.objectType.integerValue,整數值,整數值,no_change
BACnet,mod.bacnet.objectType.largeAnalogValue,大模擬值,大類比值,will_replace
BACnet,mod.bacnet.objectType.octetstringValue,八位位字符串值,八位位字符串值,no_change
BACnet,mod.bacnet.objectType.positiveIntegerValue,正整數值,正整數值,no_change
BACnet,mod.bacnet.objectType.timePatternValue,時間模式值,時間模式值,no_change
BACnet,mod.bacnet.objectType.timeValue,時間值,時間值,no_change
BACnet,mod.bacnet.objectType.notificationForwarder,通知轉發器,通知轉發器,no_change
BACnet,mod.bacnet.objectType.alertEnrollment,警報註冊,警報註冊,no_change
BACnet,mod.bacnet.objectType.channel,渠道,頻道,will_replace
BACnet,mod.bacnet.objectType.lightingOutput,照明輸出,照明輸出,no_change
BACnet,mod.bacnet.objectType.binaryLightingOutput,二進制照明輸出,二進制照明輸出,no_change
BACnet,mod.bacnet.objectType.networkPort,網絡端口,網路埠號,will_replace
BACnet,mod.bacnet.objectType.elevatorGroup,電梯組,電梯組,no_change
BACnet,mod.bacnet.objectType.escalator,電扶梯,電扶梯,no_change
BACnet,mod.bacnet.objectType.lift,舉起,舉起,no_change
BACnet,mod.bacnet.all,全部,全部,no_change
BACnet,mod.bacnet.none,沒有任何,沒有任何,no_change
BACnet,mod.bacnet.addSel,添加選擇,新增選擇,will_replace
BACnet,mod.bacnet.objects,對象,對象,no_change
BACnet,mod.bacnet.adding,添加選定的對象...,新增選定的對象...,will_replace
BACnet,mod.bacnet.objListRunning,在啟動另一個之前，取消運行對象列表請求。,在啟動另一個之前，取消執行對象列表請求。,will_replace
BACnet,mod.bacnet.objectTypeNumber,類型ID,類型ID,no_change
BACnet,mod.bacnet.deviceObjects,設備對象,設備對象,no_change
BACnet,mod.bacnet.remoteDevice,遠程設備,遠端設備,will_replace
BACnet,mod.bacnet.deviceName,設備名稱,設備名稱,no_change
BACnet,mod.bacnet.deviceDescription,設備描述,設備描述,no_change
BACnet,mod.bacnet.units,單位,單位,no_change
BACnet,mod.bacnet.objectInstanceId,對象實例ID,對象實體ID,will_replace
BACnet,mod.bacnet.useObjectName,使用新點的對象名稱,使用新點的對象名稱,no_change
BACnet,mod.bacnet.useObjectDescription,使用對象描述新點,使用對象描述新點,no_change
BACnet,mod.bacnet.refreshProperties,刷新屬性列表,更新屬性列表,will_replace
BACnet,mod.bacnet.refreshDataTypes,刷新數據類型,更新資料類型,will_replace
BACnet,mod.bacnet.objectInstanceNumber,對象實例號,對象實體號,will_replace
BACnet,mod.bacnet.useCov,使用COV訂閱,使用COV訂閱,no_change
BACnet,mod.bacnet.writePriority,寫優先,寫入優先,will_replace
BACnet,mod.bacnet.tester.auto,自動駛去,Auto-shutoff,will_replace
BACnet,mod.bacnet.tester.listening,聽消息...,正在監聽訊息...,will_replace
BACnet,mod.bacnet.tester.cancelled,取消,取消,no_change
BACnet,mod.bacnet.tester.indexNotFound,找不到遠程設備索引,找不到遠端設備索引,will_replace
BACnet,mod.bacnet.tester.sendObjectList,發送對象列表請求...,發送對象列表請求...,no_change
BACnet,event.bacnet.deviceError,設備在{0}中無響應，點啟動失敗：{1},設備在{0}中無響應，點啟動失敗：{1},no_change
BACnet,event.bacnet.readError,{0}的錯誤讀取值：{1},{0}的錯誤讀取值：{1},no_change
BACnet,event.bacnet.iamError,IAM廣播失敗：{0},IAM廣播失敗：{0},no_change
BACnet,event.bacnet.whoisError,WHOIS廣播失敗：{0},WHOIS廣播失敗：{0},no_change
BACnet,event.bacnet.whoisPoint,在初始點{0}的初始化期間失敗：{1},在初始點{0}的初始化期間失敗：{1},no_change
BACnet,event.bacnet.readDevice,從{0}失敗的設備讀取屬性：{1},從{0}失敗的設備讀取屬性：{1},no_change
BACnet,event.bacnet.covFailed,cov訂閱失敗在{0}，點{1}，帶有錯誤：{2},cov訂閱失敗在{0}，點{1}，帶有錯誤：{2},no_change
BACnet,event.bacnet.dataTypeError,無法將{0}轉換為芒果數據類型{1}，值未保存為{2},無法將{0}轉換為 Mango 資料類型{1}，值未保存為{2},will_replace
BACnet,dox.bacnetPP,BACNET點特性,BACNET點特性,no_change
BACnet,mod.bacnet.ds.unsupportedObjectType,BACNET數據源不支持：{0}的對像類型,BACNET資料來源不支持：{0}的對像類型,will_replace
BACnet,dox.bacnetIpDS,BACNET/IP數據源,BACNET/IP資料來源,will_replace
BACnet,mod.bacnetIp.dataSource,BACNET/IP,BACNET/IP,no_change
BACnet,mod.bacnetIp.dataPoint,BACNET/IP數據點,BACNET/IP資料點,will_replace
BACnet,mod.bacnetIp.desc,BACNET/IP屬性,BACNET/IP屬性,no_change
BACnet,mod.bacnetIp.localDevice,本地設備,本地設備,no_change
BACnet,mod.bacnetIp.localBindAddress,本地綁定地址,本地綁定地址,no_change
BACnet,mod.bacnetIp.broadcastAddress,廣播地址,廣播地址,no_change
BACnet,mod.bacnetIp.subnet,子網,子網,no_change
BACnet,mod.bacnetIp.port,港口,埠號,will_replace
BACnet,mod.bacnetIp.cdesc,IP {1}：{0},IP {1}：{0},no_change
BACnet,dox.foreignDevices,外國設備註冊,外國設備註冊,no_change
BACnet,dox.bacnetMstpDS,BACNET MS/TP數據源,BACNET MS/TP資料來源,will_replace
BACnet,mod.bacnetMstp.dataSource,BACNET MS/TP,BACNET MS/TP,no_change
BACnet,mod.bacnetMstp.dataPoint,BACNET MS/TP數據點,BACNET MS/TP資料點,will_replace
BACnet,mod.bacnetMstp.desc,BACNET MS/TP性質,BACNET MS/TP性質,no_change
BACnet,mod.bacnetMstp.commPortId,通信端口ID,通信埠號ID,will_replace
BACnet,mod.bacnetMstp.baudRate,波特率,Baud rate,will_replace
BACnet,mod.bacnetMstp.thisStation,此電台ID,此站台ID,will_replace
BACnet,mod.bacnetMstp.retryCount,框架錯誤重試計數,框架錯誤重試計數,no_change
BACnet,mod.bacnetMstp.cdesc,MS/TP {0},MS/TP {0},no_change
BACnet,mod.bacnetMstp.maxMaster,Max Master,Max Master,no_change
BACnet,mod.bacnetMstp.maxInfoFrames,最大信息框架,最大資訊框架,will_replace
BACnet,mod.bacnetMstp.usageTimeout,使用超時,使用逾時,will_replace
BACnet,mod.bacnetMstp.useRealtime,使用實時驅動程序,使用實時驅動程序,no_change
BACnet,mod.bacnetMstp.responseTimeoutMs,響應超時（MS）,響應逾時（MS）,will_replace
BACnet,mod.bacnetMstp.driverFileLocation,通往內核驅動程序的路徑,通往內核驅動程序的路徑,no_change
BACnet,mod.bacnetMstp.configProgramLocation,驅動程序配置程序的路徑,驅動程序配置程序的路徑,no_change
BACnet,mod.bacnet.badMac,無效的Mac ID,無效的Mac ID,no_change
BACnet,mod.bacnet.settings.header,BACNET本地設備,BACNET本地設備,no_change
BACnet,mod.bacnet.settings.listTitle,本地設備,本地設備,no_change
BACnet,mod.bacnet.settings.newLocalDevice,新的本地設備,新的本地設備,no_change
BACnet,mod.bacnet.settings.createNewLocalDevice,創建新的本地設備,建立新的本地設備,will_replace
BACnet,mod.bacnet.settings.select,選擇本地設備,選擇本地設備,no_change
BACnet,mod.bacnet.settings.setup,BACNET本地設備設置,BACNET本地設備設定,will_replace
BACnet,dox.bacnetDevices,BACNET本地設備,BACNET本地設備,no_change
BACnet,mod.bacnet.settings.details,設備配置,設備配置,no_change
BACnet,mod.bacnet.settings.saved,設備配置保存,設備配置保存,no_change
BACnet,mod.bacnet.settings.deleted,設備配置已刪除,設備配置已刪除,no_change
BACnet,mod.bacnet.settings.notSaved,設備配置未保存 -  {0},設備配置未保存 -  {0},no_change
BACnet,mod.bacnet.settings.notDeleted,設備配置未刪除 -  {0},設備配置未刪除 -  {0},no_change
BACnet,mod.bacnet.foreignBBMDAddress,BBMD地址,BBMD地址,no_change
BACnet,mod.bacnet.foreignBBMDPort,BBMD端口,BBMD埠號,will_replace
BACnet,mod.bacnet.foreignBBMDTimeToLive,BBMD註冊間隔（秒）,BBMD註冊間隔（秒）,no_change
BACnet,mod.bacnet.settings.registerNow,註冊為外國設備,註冊為外國設備,no_change
BACnet,mod.bacnet.settings.selectDevice,首先選擇設備,首先選擇設備,no_change
BACnet,mod.bacnet.tools.saveFirst,設備必須先保存,設備必須先保存,no_change
BACnet,mod.bacnet.tools.mustBeIp,只有IP網絡可能具有外國設備,只有IP網路可能具有外國設備,will_replace
BACnet,mod.bacnet.tools.registeredAsForeign,成功發送了外國設備註冊,成功發送了外國設備註冊,no_change
BACnet,mod.bacnet.tools.illegalArgument,地址包含非法參數：{0}：{1},地址包含非法參數：{0}：{1},no_change
BACnet,mod.bacnet.tools.bacnetException,BACNET異常發送消息：{0},BACNET異常發送消息：{0},no_change
BACnet,mod.bacnet.tools.exceptionGettingDevice,例外獲取設備：{0},例外取得設備：{0},will_replace
BACnet,mod.bacnet.tools.exceptionReleasingDevice,異常釋放設備：{0},異常釋放設備：{0},no_change
BACnet,mod.bacnet.tools.sendNow,發送外國設備註冊,發送外國設備註冊,no_change
BACnet,mod.bacnet.networkType,網絡類型,網路類型,will_replace
BACnet,mod.bacnet.networkType.ip,IP,IP,no_change
BACnet,mod.bacnet.networkType.mstp,MS/TP,MS/TP,no_change
BACnet,mod.bacnet.networkMatch,具有相同網絡標識符的本地設備已經存在,具有相同網路標識符的本地設備已經存在,will_replace
BACnet,mod.bacnet.localDeviceConfig,本地設備,本地設備,no_change
BACnet,mod.bacnet.configNotFound,找不到本地設備。檢查配置。,找不到本地設備。檢查配置。,no_change
BACnet,mod.bacnet.settings.deleteConfirm,您確定要刪除此本地設備嗎？,您確定要刪除此本地設備嗎？,no_change
BACnet,mod.bacnet.deviceEmport.idRequired,BACNET本地設備一個“ ID”值。被忽略。,BACNET本地設備一個“ ID”值。被忽略。,no_change
BACnet,mod.bacnet.deviceEmport.prefix,BACNET本地設備''{0}''：{1},BACNET本地設備''{0}''：{1},no_change
BACnet,mod.bacnet.pub,BACNET,BACNET,no_change
BACnet,mod.bacnet.pub.event.init,BACNET初始化例外,BACNET初始化例外,no_change
BACnet,mod.bacnet.pub.event.service,BACNET服務例外,BACNET服務例外,no_change
BACnet,mod.bacnet.pub.event.pointInit,無法初始化點{0}：{1},無法初始化點{0}：{1},no_change
BACnet,mod.bacnet.pub.props,BACNET發布者屬性,BACNET發布者屬性,no_change
BACnet,dox.bacnetPublisher,BACNET出版商,BACNET出版商,no_change
BACnet,mod.bacnet.pub.instanceNumber.cannotBeNegative,實例號不能為負,實體號不能為負,will_replace
BACnet,mod.bacnet.pub.instanceNumber.taken,實例號''{0}''已經由同一類型的另一點使用,實體號''{0}''已經由同一類型的另一點使用,will_replace
BACnet,mod.bacnet.pub.objectName.required,需要對象名稱,需要對象名稱,no_change
BACnet,mod.bacnet.pub.objectName.taken,另一個點已經使用了對象名稱'{0}'',另一個點已經使用了對象名稱'{0}'',no_change
BACnet,mod.bacnet.pub.writeSource,Bacnet Pub：{0},Bacnet Pub：{0},no_change
BACnet,mod.bacnet.pub.unknownObjectType,對像類型''{0}''未知,對像類型''{0}''未知,no_change
BACnet,ui.mod.bacnet.localDeviceConfig,本地設備,本地設備,no_change
BACnet,mod.bacnet.selectSerialPort,選擇串行端口,選擇串行埠號,will_replace
BACnet,mod.bacnet.invalidRequestBody,無效的請求類型,無效的請求類型,no_change
BACnet,mod.bacnet.deviceBrowser,設備瀏覽器,設備瀏覽器,no_change
BACnet,mod.bacnet.bacnetDeviceBrowser,BACNET設備瀏覽器,BACNET設備瀏覽器,no_change
BACnet,mod.bacnet.presentValueDisplay,值{0},值{0},no_change
BACnet,mod.bacnet.presentValueUnitDisplay,值{0} {1},值{0} {1},no_change
BACnet,mod.bacnet.startWhoIs,開始誰,開始誰,no_change
BACnet,mod.bacnet.cancelWhoIs,取消誰,取消誰,no_change
BACnet,mod.bacnet.discoveringDevices,發現設備... {0}％,發現設備... {0}％,no_change
BACnet,mod.bacnet.sequenceLength,{0}項目的序列,{0}項目的序列,no_change
BACnet,mod.bacnet.propertiesSelected,{0，複數，= 0 {no properties} = 1 {1 propert}其他{＃properties}}選擇,{0，複數，= 0 {no properties} = 1 {1 propert}其他{＃properties}}選擇,no_change
BACnet,mod.bacnet.addProperties,添加選定屬性的數據點,新增選定屬性的資料點,will_replace
BACnet,mod.bacnet.errorResponse,BACNET錯誤類'{0}'（id {1}），代碼'{2}'（id {3}）,BACNET錯誤類'{0}'（id {1}），代碼'{2}'（id {3}）,no_change
BACnet,mod.bacnet.dataTypes,BACNET數據類型,BACNET資料類型,will_replace
BACnet,mod.bacnet.preferObjectName,喜歡對象名稱,喜歡對象名稱,no_change
BACnet,mod.bacnet.preferObjectDescription,喜歡對象描述,喜歡對象描述,no_change
BACnet,mod.bacnet.addTags,添加標籤,新增標籤,will_replace
BACnet,mod.bacnet.addPoints,添加點,新增點,will_replace
BACnet,mod.bacnet.errorGettingProperties,錯誤獲取屬性 -  {0},錯誤取得屬性 -  {0},will_replace
BACnet,mod.bacnet.errorGettingObjectTypes,錯誤獲取對像類型 -  {0},錯誤取得對像類型 -  {0},will_replace
BACnet,mod.bacnet.exception.timeout,BACNET設備超時，嘗試增加本地設備超時設置,BACNET設備逾時，嘗試增加本地設備逾時設定,will_replace
BACnet,mod.bacnet.exception.errorReadingObjectList,錯誤閱讀對象列表,錯誤讀取對象列表,will_replace
BACnet,mod.bacnet.exception.errorReadingPropertyList,錯誤閱讀屬性列表,錯誤讀取屬性列表,will_replace
Haystack,haystack.description,Haystack協議的數據源和發布者,Haystack協議的資料來源和發布者,will_replace
Haystack,dox.haystackDS,乾草堆數據源,Haystack 資料來源,will_replace
Haystack,dox.haystackPP,乾草堆點屬性,Haystack 點屬性,will_replace
Haystack,dox.haystackPublisher,Haystack Publisher,Haystack Publisher,no_change
Haystack,header.haystackHistoryImport,乾草堆歷史導入,Haystack 歷史導入,will_replace
Haystack,header.haystackPointImport,乾草堆點導入,Haystack 點導入,will_replace
Haystack,dsEdit.haystack,草垛,Haystack,will_replace
Haystack,dsEdit.haystackPoint,乾草堆數據點,Haystack 資料點,will_replace
Haystack,dsEdit.haystack.uri,Uri,Uri,no_change
Haystack,dsEdit.haystack.username,使用者名稱,使用者名稱,no_change
Haystack,dsEdit.haystack.password,密碼,密碼,no_change
Haystack,dsEdit.haystack.connectTimeout,連接超時,連接逾時,will_replace
Haystack,dsEdit.haystack.readTimeout,閱讀超時,讀取逾時,will_replace
Haystack,dsEdit.haystack.id,ID,ID,no_change
Haystack,event.ds.haystack.setPointFailLabel,設定點故障,設定點故障,no_change
Haystack,event.ds.haystack.pointReadErrorLabel,點讀取錯誤,點讀取錯誤,no_change
Haystack,event.ds.haystack.watchError,觀看錯誤：{0},觀看錯誤：{0},no_change
Haystack,event.ds.haystack.valueCoercionError,由於{1},由於{1},no_change
Haystack,event.ds.haystack.valueNotCoercible,類型之間不可固化的價值,類型之間不可固化的數值,will_replace
Haystack,event.ds.haystack.setPointFail,在{0}點上設置點故障，因為{1},在{0}點上設定點故障，因為{1},will_replace
Haystack,event.ds.haystack.setPointFailEventType,設定點故障,設定點故障,no_change
Haystack,event.ds.haystack.unknownNamePoint,點{1}上的未知列{0},點{1}上的未知列{0},no_change
Haystack,event.ds.haystack.unknownNameRow,{1}上的未知列{0},{1}上的未知列{0},no_change
Haystack,haystack.history.noHistory,點沒有歷史,點沒有歷史,no_change
Haystack,publisherEdit.haystack,草垛,Haystack,will_replace
Haystack,publisherEdit.haystack.uri,Uri,Uri,no_change
Haystack,publisherEdit.haystack.username,使用者名稱,使用者名稱,no_change
Haystack,publisherEdit.haystack.password,密碼,密碼,no_change
Haystack,haystack.ui.filter,篩選,篩選,no_change
Haystack,haystack.ui.limit,限制,限制,no_change
Haystack,haystack.ui.chooseDs,選擇Haystack DataSource,選擇Haystack DataSource,no_change
Haystack,haystack.ui.timezone,挑剔者的時區,資料選擇器的時區,will_replace
Haystack,haystack.ui.fromDatePreset,進口日期預設,匯入日期預設,will_replace
Haystack,haystack.ui.fromDate,從日期進口,從日期匯入,will_replace
Haystack,haystack.ui.toDate,迄今為止進口,匯入到日期,will_replace
Haystack,haystack.ui.import,進口,匯入,will_replace
Haystack,haystack.ui.pointXidResults,數據點{0},資料點{0},will_replace
Haystack,haystack.ui.importedXValues,導入{0}點值,導入{0}點值,no_change
Haystack,haystack.ui.regex,正則模式,正規表示式模式,will_replace
Haystack,haystack.ui.downloadAs,下載為{0},下載為{0},no_change
Haystack,haystack.ui.rowsImported,{0，複數，= 1 {1點}其他{{0} point}}的點值導入,{0，複數，= 1 {1點}其他{{0} point}}的點值導入,no_change
Haystack,haystack.ui.selectHaystackPoints,選擇乾草堆點,選擇Haystack 點,will_replace
Haystack,haystack.ui.mapColumns,地圖列,地圖列,no_change
Haystack,haystack.ui.createPoints,創建芒果點,建立 Mango 點,will_replace
Haystack,haystack.ui.importHistory,進口歷史,匯入歷史,will_replace
Haystack,haystack.ui.skipped,跳過,跳過,no_change
Haystack,haystack.ui.newXid,新XID,新XID,no_change
Haystack,haystack.ui.existingIdStrategy,現有的干草堆ID策略,現有的干草堆ID策略,no_change
Haystack,haystack.ui.skip,跳過,跳過,no_change
Haystack,haystack.ui.updateKeepXid,更新（保留XID）,更新（保留XID）,no_change
Haystack,haystack.ui.update,更新（更改XID）,更新（更改XID）,no_change
Haystack,haystack.ui.importStatus,導入狀態,導入狀態,no_change
Haystack,haystack.ui.startOver,重新開始,重新開始,no_change
Haystack,haystack.ui.updated,更新,更新,no_change
Haystack,haystack.ui.created,創建,建立,will_replace
Haystack,haystack.ui.replace,更換文本,更換文本,no_change
Haystack,haystack.ui.unit,單元,單元,no_change
Haystack,haystack.ui.haystackId,乾草堆ID,Haystack ID,will_replace
Haystack,haystack.ui.previewOfFirstPoint,預覽,預覽,no_change
Haystack,haystack.ui.xPointsSelected,{0，複數，= 1 {1點}其他{{0}點}}}}},{0，複數，= 1 {1點}其他{{0}點}}}}},no_change
Haystack,haystack.ui.hideExistingPoints,隱藏此數據源上已經存在的干草堆點,隱藏此資料來源上已經存在的干草堆點,will_replace
Haystack,haystack.ui.existingXid,現有的芒果XID,現有的 Mango XID,will_replace
Haystack,haystack.ui.errorReadingExistingHaystackIds,錯誤閱讀現有的干草堆ID,錯誤讀取現有的干草堆ID,will_replace
Haystack,haystack.ui.errorQueryingHaystack,錯誤查詢乾草：{0},錯誤查詢乾草：{0},no_change
Haystack,haystack.ui.noRowsToDisplay,沒有行顯示,沒有行顯示,no_change
Haystack,haystack.ui.generated,生成,生成,no_change
Haystack,haystack.ui.columnFor.haystackId,乾草堆ID的列,Haystack ID的列,will_replace
Haystack,haystack.ui.columnFor.name,點名稱的列,點名稱的列,no_change
Haystack,haystack.ui.columnFor.deviceName,設備名稱的列,設備名稱的列,no_change
Haystack,haystack.ui.columnFor.xid,點XID列,點XID列,no_change
Haystack,haystack.ui.columnFor.unit,單元的列,單元的列,no_change
Haystack,haystack.ui.columnFor.settable,列可設置,列可設定,will_replace
Haystack,rest.error.haystack.invalidHello,無效的Hello消息，缺少用戶名,無效的Hello消息，缺少用戶名,no_change
Haystack,rest.error.haystack.badFirstMsgNoData,不良客戶率第一消息，沒有數據,不良客戶端率第一消息，沒有資料,will_replace
Haystack,rest.error.haystack.badFirstMsgNoHandshakeToken,不好的客戶率第一消息，沒有handshaketoken,不好的客戶端率第一消息，沒有handshaketoken,will_replace
Haystack,rest.error.haystack.badFirstMsgNoHelloSentFirst,不好的客戶率第一消息，沒有你打招呼,不好的客戶端率第一消息，沒有你打招呼,will_replace
Haystack,rest.error.haystack.badAuthorizationMessage,不良授權消息,不良授權消息,no_change
Haystack,haystack.permission.server,訪問Mango Haystack服務器,存取Mango Haystack伺服器,will_replace
MangoIOTools,mangoIOTools.forth.description,芒果工具,Mango 工具,will_replace
MangoIOTools,mangoIOTools.forth.permissionDeniedAdmin,拒絕許可，只有管理員才能使用Forth Bridge,拒絕許可，只有管理員才能使用Forth Bridge,no_change
MangoIOTools,mangoIOTools.forth.cannotGetModbusMaster,非Modbus用戶使用的串行端口,非Modbus用戶使用的串行埠號,will_replace
MangoIOTools,mangoIOTools.forth.writeExceptionResponse,異常返回寫：{0},異常返回寫入：{0},will_replace
MangoIOTools,mangoIOTools.forth.transportException,Modbus Transperion異常：{0},Modbus Transperion異常：{0},no_change
MangoIOTools,mangoIOTools.forth.modbusInitException,異常初始化modbus master：{0},異常初始化modbus master：{0},no_change
MangoIOTools,mangoIOTools.forth.responseException,收到例外響應,收到例外響應,no_change
MangoIOTools,mangoIOTools.forth.firmwareReadyError,錯誤閱讀FirmWarestatus寄存器：{0},錯誤讀取FirmWarestatus寄存器：{0},will_replace
MangoIOTools,mangoIOTools.forth.firmwareNoStatus,沒有響應閱讀FirmWarestatus登記冊。,沒有響應讀取FirmWarestatus登記冊。,will_replace
MangoIOTools,mangoIOTools.forth.ioException,ioException讀取文件數據：{0},ioException讀取檔案資料：{0},will_replace
MangoIOTools,mangoIOTools.forth.parseRequestException,錯誤地閱讀請求中的合併和從屬字段,錯誤地讀取請求中的合併和從屬字段,will_replace
MangoIOTools,mangoIOTools.forth.formParsingFailure,失敗解析在形式提交中的求解和從屬，commportid：{0}和從屬：{1},失敗解析在形式提交中的求解和從屬，commportid：{0}和從屬：{1},no_change
MangoIOTools,mangoIOTools.forth.noFileInUpload,在固件文件上傳中找不到文件,在固件檔案上傳中找不到檔案,will_replace
MangoIOTools,mangoIOTools.forth.noFirmwareTaskOnPort,沒有針對端口{0}找到固件更新任務,沒有針對埠號{0}找到固件更新任務,will_replace
MangoIOTools,mangoIOTools.header,芒果工具,Mango 工具,will_replace
MangoIOTools,mangoIOTools.menuText,芒果工具,Mango 工具,will_replace
